sentence	label
actor michel serrault 	1
made the first one charming 	1
visually and thematically 	1
such good humor 	1
the fourth `` pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance . 	1
a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . 	0
it 's rare for any movie to be as subtle and touching as the son 's room . 	0
vibrance 	1
the off-center humor is a constant 	1
comes off as annoying rather than charming 	0
driven by the pathetic idea 	0
be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie 	0
wilco fans will have a great time 	1
all the loss 	0
packed with just as much intelligence 	1
does because ( the leads ) are such a companionable couple 	1
heaven is one such beast 	1
needed sweeping , dramatic , hollywood moments to keep us 	0
this is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men 	1
marred 	0
are so believable that you feel what they feel 	1
the first shocking thing about sorority boys is that it 's actually watchable . 	1
maintains a surprisingly buoyant tone throughout 	1
you 're not a fan 	1
a sweet , charming tale of intergalactic friendship 	0
` the country bears ' should never have been brought out of hibernation 	0
the film is all over the place , really . 	0
rounded and revealing 	1
this is pure , exciting moviemaking . 	1
tsai 's usual style and themes 	1
works on any number of levels 	1
an evil , monstrous lunatic 	0
a bomb 	0
morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating . 	0
brave 	1
is a movie filled with unlikable , spiteful idiots 	0
do n't even like their characters . 	0
of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic 	1
keenly observed and refreshingly natural 	1
scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theaters 	0
professional film 	1
informative and 	1
challenges 	0
uplifter 	1
is a subzero version of monsters , inc. , 	0
sci-fi . 	0
that the german film industry can not make a delightful comedy centering on food 	0
director douglas mcgrath 	1
beating the austin powers films at their own game 	0
it goes off the rails in its final 10 or 15 minutes 	1
he has n't lost his touch , bringing off a superb performance in an admittedly middling film 	1
lustrous polished 	1
emotionally accessible , almost mystical work 	1
stay in touch with your own skin 	1
to congratulate himself for having the guts to confront it 	0
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ? 	1
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson ... 	1
engaging criminal 	1
a porno flick 	0
they fall to pieces 	1
a satisfying summer blockbuster 	1
's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events 	0
to appeal to women looking for a howlingly trashy time 	1
just sits there like a side dish no one ordered . 	0
quite endearing . 	1
is more interesting ( and funnier ) 	1
to my great pleasure 	1
loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into . 	0
the movie is a dud . 	0
are beautiful 	1
using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater . 	1
skip this turd and pick your nose instead because you 're sure to get more out of the latter experience 	0
, inconsistent , dishonest 	1
that director m. night shyamalan can weave an eerie spell and 	1
a question comes to mind : so why is this so boring ? 	0
yet overflows with wisdom and emotion . 	1
the best performance 	1
big box office bucks 	1
so compelling 	1
`` spider-man '' certainly delivers the goods 	1
create the kind of art shots that fill gallery shows 	1
his story so compellingly with us is a minor miracle 	0
change the channel 	0
quite tasteful to look at 	1
undercut 	0
as disney 's 1937 breakthrough 	1
to have bitterly forsaken 	0
terror 	0
arthur schnitzler 's reigen 	1
genre thrills 	1
absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer 	1
enough sweet and traditional romantic comedy to counter the crudity 	1
realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	0
a terrible movie , just 	0
that 's very different from our own and yet instantly recognizable 	1
it reminds you how pertinent its dynamics remain 	1
better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals 	1
will wish there had been more of the `` queen '' and less of the `` damned . '' 	0
've wasted nearly two hours of your own precious life with this silly little puddle of a movie 	0
the gutless direction by laurice guillen 	0
the free-wheeling noir spirit 	1
justify the notion of creating a screen adaptation of evans ' saga of hollywood excess 	1
rolling over 	0
thumbs down 	0
can impart a message without bludgeoning the audience over the head 	1
have brought back the value and respect for the term epic cinema . 	1
the original was n't a good movie but 	0
to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up 	0
director claude chabrol has become the master of innuendo . 	1
even better 	1
you 'll be rewarded with some fine acting . 	1
an encouraging new direction 	0
i 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but real women have curves truly is life affirming 	1
above run-of-the-filth gangster flicks 	1
loses all 	0
more tacky and reprehensible 	0
earthy 	1
than to change hackneyed concepts when it comes to dreaming up romantic comedies 	0
lots of effort and intelligence are on display but 	1
uncomfortable movie 	0
is a touching reflection on aging , suffering and the prospect of death 	1
complex , sinuously plotted and , somehow , off-puttingly cold . 	0
an unsettling picture 	0
this somber picture reveals itself slowly , intelligently , artfully . 	1
an awful sour taste 	0
few movies are able to accomplish 	1
disappointed 	0
, eight legged freaks is prime escapist fare . 	1
be best forgotten 	0
against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting 	1
joyless 	0
but it has an ambition to say something about its subjects , but not a willingness . 	0
gently funny , sweetly adventurous 	1
realistically 	1
bug-eyed mugging and gay-niche condescension 	0
's awfully entertaining to watch 	1
sometimes dry 	0
is a visual treat for all audiences 	1
designed to give some of the characters a ` back story 	1
is a fascinating little tale . 	1
, this space-based homage to robert louis stevenson 's treasure island fires on all plasma conduits . 	1
clue you in that something 's horribly wrong 	0
